sentiment,tweet,Processed Text
0,ko ni aku nak luah apa nanti aku dah lah taksuka pendam haha,kok nak luah apa deh lah taksuka pendam tertawa
0,kakak mau jelasin gk ke aku aku teh gk paham apa ,kakak mau jelasin enggak kakak perempuan enggak paham apa
1,bestfriend aku jelah yang boleh faham aku sepenuhnya yang tahu time bila aku moody aku sedih aku happy amp everything di ,bestfriend jelah boleh faham sepenuh tahu time bila moody sedih bahagia amp everything
-1,kadang2 aku rasa kau terpaksa kau tak rela pun tapi sebab nak menjaga hati ,kadang rasa paksa rela tapi nak jaga hati
0,haha biasa je just sedih la asyik berjemur kat panas hmm aku tak sabar nak habis je weh,tertawa biasa je just sedih lah asyik jemur kat panas hmm sabar nak habis je weh
0,kalau dikasi pilihan aku lebih pilih ngintip mamah muda dari pada gadi kalau kamu bro ,kalau kasi pilih lebih pilih intip mamah muda pada gadi kalau saudara lakilaki
1,kamu ngga sendiri ,sendiri
1,kalau kau lupa aku siap ah kau,kalau lupa siap ah
0,lee jeno apa yang kamu lakukan ,lee jeno apa laku
0,3 org yg tadi itu termasuk adik ku ya ahaha mmng sih sebelum nya mamak ku temakan cakap dari mamak2 yg lain ini tp ,tadi masuk adik ku iya haha mmng sih nya mamak ku tema cakap mamak lain tapi
1,kek aku nggemesin yaaa asli produk lokal wee,nggemesin asli produk lokal wee
0,kaya snowith ku itu cm aku nga mau di cium2 ,kayak snowith ku cuma enggak mau cium
0,kalo akuering liat gituan t ,kalau akuering lihat begitu t
1,beli dong nanti beliin aku juga ,beli dong belikan
1,hehe tau aja kamu,he tahu
0,hai aku abis isi form tolong dicek ya thank you ,hai habis isi form cek iya thank you
0,dm hotelnya nder aku study tour rencananya mau ke jogja ,dm hotel nder study tour rencana mau jogja
-1,kucari kamu kutemui kau berubaaaaaah ,cari temu berubaaaaaah
0,namanya arif ke aku je ke yg x tahu ni mesti aku save utk short term memory je ni ,nama arif je yang kali tahu mesti save short term memory je
0,wahhh case chanyeol ada pink2 nya gituama dong aku juga baru beli case baru,wah case chanyeol pink nya gituama dong baru beli case baru
-1,terima kasih untuk kawan baik aku yang pernah tinggalkan aku niebenarnya aku lagi rela kau pergi dari stay dengan aku ,terima kasih kawan baik pernah tinggal niebenarnya rela pergi stay
0,give away karena aku baru aja ngajuin perbaikan tiket karena kesalahan nama di tiket pesawat jadi aku mau adain give ,give away baru aju baik tiket salah nama tiket pesawat jadi mau ada give
1,aku membela pancasila pada saat yg sama pki mrlakukan kudeta berdarah karena kudeta itu tak berhasil pki lalu diganyang ha ,bela pancasila saat sama pki mrlakukan kudeta darah kudeta tidak hasil pki lalu ganyang tertawa
0,mau lihat aku buka semuapecial for member only ,mau lihat buka semuapecial for member only
-1,kau expect org suke jemputannya ditolak ,expect suke jemput tolak
-1,dah download tapi terpaksa uninstall sebab tak cover penang ,deh download paksa uninstall tidak cover nang
1,aku banget yaallah tiap di kampus ngeluarin binder lah ambil kotak pensil lah ngeluarin bolpoin ma ,banget yaallah tiap kampus keluar binder lah ambil kotak pensil lah keluar bolpoin sama
0,ada kunjungan dari kyunghee university dan dosennya tau nuest btw dosennya udah ahjumma eo kamu fansnya nuest ,kunjung kyunghee university dosen tahu nuest ngomongngomong dosen ahjumma eo fansnya nuest
0,biarin ajaa dia gk ngasih2 duit lg jd aku lg deketin bang pd aja,biar enggak mengasihngasih duit jadi dekat bang saja
1,diriku sendiri karena aku adalah idaman ,diri sendiri idam
1,aku mau kerja di sana ,mau kerja sana
-1,bukan aku lagi ga mood baking tapi baking bisa ningkatin moodku perubahan mindset kecil kyk gini bisa ngerubah ,bukan enggak mood baking baking ningkatin moodku ubah mindset kecil begini ngerubah
0,kalaulah overthink ni boleh buat duit dah lama aku kaya ,kalau overthink boleh buat duit deh lama kayak
0,idm amiii kasih tau aku mata jimin kenapa ya apa dia pake kacamata biar army gak khawatir itu tetep ke ,idm amiii kasih tahu mata jimin iya apa pakai kacamata biar army enggak khawatir tetap
-1,aku memang push kau aku peduli apa,memang push peduli apa
1,aduh percaya deh gak ada yg gak mungkin di dunia ini kalau beneran gue dapet 1m dari gojek tgl 19 nanti wkwkwkwkwkwwkw ,aduh percaya deh enggak yang enggak mungkin dunia kalau benar dapat m gojek tanggal wkwkwkwkwkwwkw
0,ah kamu ,ah
-1,hahahha apa ni aku gak ngerti dong ,hahahha apa enggak erti dong
0,dari sudut pandang aku ipt ni adalah tempat kau dibenarkan untuk membuat kesilapan pensyarah dibayar untuk mendengar ide ,sudut pandang ipt adalah tempat benar buat silap pensyarah bayar dengar ide
0,padahal seulgi bias cewek yg paling aku sayang jimin juga bias wrecker di bts tapi kenapa aku gabi ,padahal seulgi bias cewek paling sayang jimin bias wrecker bts kenapa gabi
-1,aku mati gk ada yg nafkahin km,mati enggak yang nafkah
0,tebak header aku itu siapa ,tebak header siapa
0,12eptember 2018 hari selasa kemarin pacarku kerja pagi dari jam 7 jam 4 disini posisinya kita lagi ldr gara2 aku m ,eptember hari selasa kemarin pacar kerja pagi jam jam sini posisi lagi ldr garagara sama
-1,keeping all the money money yang banyak ya allah takut sangat sebenarnya duit orang duit dana aku dari zaman se ,keeping all the money money banyak iya allah takut sangat benar duit duit dana zaman se
0,aku penah skola dkt oversea selama 3 tahun rilek je kami bwk phone tp boleh digunakan waktu rehat ja masa ke ,penah skola dkt oversea lama tahun rilek je bwk phone boleh guna waktu rehat masa
0,aku pikir hari ini tumben kamu gak ngaca taunya tetep aja ngaca dulu ,pikir hari tumben enggak kaca tau tetap kaca dulu
0,main kerincing lah takpun clarinet aku itu jer yg reti ,main kerincing lah tak clarinet jer ret
1,aku mau ,mau
0,apa masalah orang yang suka pandang serong kat orang yang kerja supermarket ke kat mall dan semua yang berkaitan la ,apa masalah suka pandang serong kat kerja supermarket kat mall semua kait lah
0,hallo aku niar umur 24th tinggi 157cm berat badan 55 57kg bra 34b kulit sawomatang aku stay diurabaya bisa pri ,halo niar umur th tinggi cm berat badan kg bra b kulit sawomatang stay diurabaya pri
0,amik aku bosskur,amik bosskur
0,at first aku ingat aci mana td hahaha takkan auto follow lak kut kah kah kah kah ,at first ingat aci mana tadi hahaha tak auto follow lak kut kah kah
1,aku dah moveon tau kenapa senyum dekat aku tdi aku dah cair balik ,deh moveon tahu senyum dekat tadi deh cair balik
0,pic ke3 comeynye dia dia mcm eh eh aku lempang kang,pic comeynye macam eh eh lempang kang
0,10 pc game online terbaik 2018 kamu harus coba komangam blogs ,pc game online baik coba komangam blogs
0,apakah aku kamu dan mereka the agent of change jadilah pelaku perubahan walau hanya dilingkup diri sendiri da ,the agent of change jadi laku ubah hanya lingkup diri sendiri dah
1,aku beruntung ,untung
0,kenapa berat badan aku selalu 48kg ,berat badan selalu kg
0,haaaai karena bulan lalu aku resmi masuk ptn dan udah janji mau bikin giveaway hadiahnya sunscreen skin aqua spf 30 masi ,haaaai bulan lalu resmi masuk ptn sudah janji mau bikin giveaway hadiah sunscreen skin aqua spf
0,yowes bener juga sih aku kira dia sebelah ono,sudah benar sih kira belah sono
0,lepas aku graduate nanti aku nak buat strategi kewangan macam ni ,lepas graduate nak buat strategi wang macam
1,taklah menarik sangat dua sim camera tambah s tukar plus kpd max apa yg buat aku tertarik dari dulu sampai ,tak tarik sangat sim camera tambah si tukar plus max apa buat tarik dulu
0,assalamu alaikum coba tebak aku sedang dimana ,assalamu alaikum coba tebak sedang
1,iya papah aku hadir,iya papah hadir
0,kamu nge chat dia 5 bar dia bales kamu cuma 1 bar itu pun cuma emote jempol itu pun dibales chatnya kalau dia sempe ,nge chat bar balas cuma bar pun cuma emote jempol pun dibales chatnya kalau sempe
-1,jadi cuma aku yang selalu kangen lebih dulu ,jadi cuma selalu kangen lebih dulu
-1,kok qm jhtm aku,kok jhtm
1,jika suatu saat nanti ada yang mencintai kamu dengan segenap hatinya jagalah dia baik baik teens abel,suatu nanti yang cinta segenap hati jaga baik baik teens abel
0,rlt kalian seneng ga sih kalo cowo cewe kalian hafal keseharian kalian terus ditanyain gitu ex aku tiap libur gt selalu k ,rlt kalian senang enggak sih kalau cowok cewek kalian hafal hari kalian terus ditanyain mantan tiap libur selalu
0,ada tertengok or terdengar cerita gangbang baru baru ni hahaha famous orang kampung aku yayat jangan ajak kawan ,tengok dengar cerita gangbang baru baru hahaha famous kampung yayat jangan ajak kawan
1,aku mau diresmiin sama kamu ,mau diresmiin sama
0,anakmp udah jago sange klau kamu maz ,anakmp jago sange kalau maz
0,tapi kan aku anak facebook ,kan anak facebook
-1,yg satu udh cat rambut lagiedih aku tu jdnya ,satu cat rambut lagiedih jdnya
0,kamu punya berapa banyak topi 5 maybe ,punya berapa banyak topi maybe
0,aku buka soalan terus selak bahagian b dekat pelan dongakan bumi sebagai sfera punya soalan pun susah ,buka soal terus selak bahagian b dekat pelan dongak bumi sfera punya soal susah
-1,wait kok jadi aku yang dipalakin jfclosedday,wait kok jadi dipalakin jfclosedday
0,nctzh kamu lg jalan sendirian di koridor sekolah mau pulang eh didepan banyak anak cowok ternyata hc weh ada cewek ,nctzh jalan sendiri koridor sekolah mau pulang eh depan banyak anak cowok nyata hc weh cewek
-1,lihat aku aku juga ingin diperhatikan pernah kamu bertanya padaku apa aku baik2 saja aku disini aku ada aku h ,lihat ingin perhati pernah tanya pada apa baikbaik sini h
0,aku yakin para korban hari ini jika dia sedang depresi pelampiasan masalahnya di tuangkan ke seni bermain musik bah ,yakin korban hari jika sedang depresi lampias masalah tuang seni main musik bah
-1,twitter skrg byk remind aku yg aku single je,twitter sekarang banyak remind single je
0,bila member yang selalu buat lawak hambar and for the first time dia buat aku gelak and i be like ,bila member selalu buat lawak hambar and for the first time buat gelak and i be like
0,giveaway ale product natural pacific fresh herb tapi yang kemasan lama aku belinya di schminkhaus ya sekitar akhir ,giveaway ale product natural pacific fresh herb yang kemas lama beli schminkhaus iya akhir
0,hahaha faker kenot aku dah stop sbb nak jawab dengan sober ,hahaha faker not deh stop ikut nak jawab sober
0,aku suruh adik aku beli 2 benda ni je pakai kad aku and cakap kat dia beli la apa apa untuk dia aku expect dia bel ,suruh adik beli benda je pakai kad and cakap kat beli lah apa apa expect bel
1,aku hanya ingin mencintai orang yang memiliki rasa cinta hanya padaku untuk selamanya,ingin cinta milik rasa cinta pada lama
0,huhu oke makasih masternim aku pake soalnya wkwkw takut gimana aja,huhu oke terima kasih masternim pakai soal wkwkw takut bagaimana
-1,udah yang sabar paling ya jodohnya kamu bukan dia sambil ngelus punggung temen saya saya bilang gitu lhadalah ,yang sabar paling iya jodoh bukan sambil ngelus punggung teman saya bilang lhadalah
-1,memang junior skrng tak reti hormat senior ke aku dulu senior tegur pasal sangul aku dah malu gila kot nih aku ,memang junior sekarang ret hormat senior dulu senior tegur pasal sangul deh malu gila kot
0,hahaha btw kau sorok kat mana rumah aku cun ni jiran india dia x kisah sgt pon,hahaha ngomongngomong sorok kat mana rumah cun jiran india kali kisah sangat pon
0,aku naik ngan driver yang tak reti bawak kereta,naik ngan driver tidak ret bawa kereta
0,liludin zah aku makan dl baru on gapapa ,liludin zah makan dulu baru on gapapa
1,aku suka liat kamu ketawa seperti ini jaga senyum dan tawa mu my bear karna kamu sumber kebahagiaan ku saran ,suka lihat ketawa ini jaga senyum tawa mu my bear sumber bahagia ku saran
-1,dia nya nakal masa aku lagi liatin sesuatu dia lansung cium akuu lt ,nya nakal masa lihat lansung cium lantai
1,kalau kamu ingin sukses cuma satu kata kuncinya jangan pernah menyerah ,kalau sukses cuma satu kata kunci jangan pernah serah
1,hahahahahaaa,hahahahahaaa
1,aku rasa macam nak bercerita la malam ni hahahaha tajuk yang aku nak cerita ni pasal kekasih yang tak wujud ya ini ,rasa macam nak cerita lah malam hahahaha tajuk nak cerita pasal kasih tidak wujud iya
0,sharing dvd wannaone conce minat rep nanti aku dm mau tanya juga boleh tolong bantu retweet ,sharing dvd wannaone conce minat rep dm mau tanya boleh bantu retweet
0,andai aku punya pengaman kek gitu buat hati,andai punya kam begitu buat hati
0,bagi sikit rasa kau tu kat aku,sikit rasa kat
0,23 umur yang circle of friends aku ramai yang nikah ada jugak yang dah dijemput dia and here i am still feeling too young ,umur circle of friends ramai nikah juga deh jemput and here i sama feeling too young
0,persija kamu jarangendiri curvaud on tour persijaselamanya ,persija jarangendiri curvaud on tour persijaselamanya
1,thanks kk nnti aku bikin fsnya ya ,terima kasih kakak bikin fsnya iya
-1,aku benci tapi aku harus katakan ya,benci kata iya
0,kalau korang stress korang buat apa share kan kalau aku buh earfone dekat telinga buka suruh ayat suci al quran ,kalau korang stres korang buat apa share kan kalau buh earfone dekat telinga buka suruh ayat suci al quran
0,aigooo bukan acakin rambutnya aku baru dapat pekerjaan ,aigooo bukan acakin rambut baru kerja
0,ini bahasa sunda artinya jijik risih kalau bahasa gaulnya reaksi kamu untuk sesuatu yang ew tap ,bahasa sunda arti jijik risih kalau bahasa gaul reaksi sesuatu ew tap
0,hello jisoo inget aku gak ,hello jisoo ingat enggak
0,bestnya perasaan tu imissmyfriend too ja ,bestnya asa imissmyfriend too
-1,aku diam bukan tak amik kisah langsung kadang kadang tu stalk jugak ,diam bukan amik kisah langsung kadang kadang stalk
-1,lihat ternyata janjimu memang sekadar frasa menenangkan namun hanya sementara jika iya mana buktinya aku menunggu namun ,lihat nyata janji memang sekadar frasa tenang hanya jika iya mana bukti tunggu
0,giveaway foreptember boys' bday rules follow aku love video project ini reply mau hadiah nomer brp ucapi ,giveaway foreptember boys bday rules follow love video project reply mau hadiah nomer berapa ucap
0,malu la kalau duk nilai tak pernah makan dekat sini menu dari sarapan ke minum petang mee bandung dgn roti ,malu lah kalau duk nilai pernah makan dekat sini menu sarap minum petang mee bandung roti
-1,dah dah lah tu blame aku in everything,deh deh lah blame everything
-1,pernah lagi curhat ama temen deket akunya ampe nangis2 gitu ditengah nangis bisa2nya kentut amp bunyi 2x akhirnya ,pernah curhat sama teman dekat aku nang tengah menang bisa kentut amp bunyi x akhir
0,sesungguhnya penguasaan diri adalah penanda dari kedewasaan seseorangelamat buat kamu yang memang benar benar sudah b ,sungguh kuasa diri tanda dewasa seseorangelamat buat memang benar benar b
0,she is a strong woman yang aku pernah jumpa ' ,she is a strong woman pernah jumpa
0,ngetik jempol biasa aja ngetik panjang jempol gemeter lalu kaku sesaat kapan kamu bisa lemes kaya biasa lagi jempolku ,etik jempol biasa etik panjang jempol gemeter lalu kaku saat kapan lemes kayak biasa jempol
0,lata meraung sebelum dan selepas jadi korang masih nak pejam mata ke dengan pembalakan ni aku harap orang balak ni dudu ,lata raung dan lepas jadi korang nak pejam mata dengan bala harap balak dudu
1,golden sumpah dia loyal banget walaupun udah gede juga aku jadi kangen punya mbah buyut ku ,golden sumpah loyal banget walaupun gede jadi kangen punya mbah buyut ku
1,siapapun itu masalahnya bukan siapa atau kenapa tapi gimana cara kita melihat dn terlihat bukan kata aku juga ,siapa masalah bukan siapa kenapa bagaimana cara lihat lihat bukan kata
0,emang wina doang yg bisa maen twitter aku juga bisa btw kerjaan gimna ni ,memang wina doang bisa main twitter bisa ngomongngomong kerja bagaimana
1,mygooddddnessss boss aku baru beli kerusiecret lab throne 2018 series lawa gila hahahahaha t t baru siap pasang ni,mygooddddnessss bos baru beli kerusiecret lab throne series lawa gila hahahahaha t t baru siap pasang
1,bener bgt jadi jangan sembarangan kalo udah di sana jangan banyak tingkah ngomong dijaga aku yg cuma nola ,benar banget jadi jangan sembarang kalau di sana jangan banyak tingkah bicara jaga cuma nola
0,dari praktikal beb aku tak balik soooooo bagi lah peluang,praktikal sayang balik soooooo lah peluang
-1,aku menyesal tlah membuatmu pergi kini diam diam aku merindu dan dalam tunggu aku selalu berharap kau cepat kembali pu ,sesal tlah buat pergi kini diam diam rindu dalam tunggu selalu harap cepat punya
0,maaf aku dollar opp g,maaf dollar opp enggak
1,oh tuhan tolong aku sampaikan pesan ini padanya agar dia tahu bahwa kini aku jatuh cinta afgan pesan cinta updatelirik,tuhan sampai pesan pada tahu kini jatuh cinta afgan pesan cinta updatelirik
0,mane ade dramaaaebab jadi kat kawan sekolah aku sendiri ,mane adek dramaaaebab jadi kat kawan sekolah sendiri
